x,y,z
0.030303,0.079847,1.000000
0.030303,0.080798,1.000000
0.030303,0.081748,1.000000
0.030303,0.082699,1.000000
0.030303,0.083649,1.000000
0.030303,0.084600,1.000000
0.030303,0.085550,1.000000
0.030303,0.086501,1.000000
0.030303,0.087452,1.000000
0.030303,0.088402,1.000000
0.030303,0.089353,1.000000
0.030303,0.090303,1.000000
0.030303,0.091254,1.000000
0.030303,0.092204,1.000000
0.030303,0.093155,1.000000
0.030303,0.094105,1.000000
0.040404,0.000000,1.000000
0.040404,0.001266,1.000000
0.040404,0.002532,1.000000
0.040404,0.003798,1.000000
0.040404,0.005064,1.000000
0.040404,0.006330,1.000000
0.040404,0.007596,1.000000
0.040404,0.008861,1.000000
0.040404,0.010127,1.000000
0.040404,0.011393,1.000000
0.040404,0.012659,1.000000
0.040404,0.013925,1.000000
0.040404,0.015191,1.000000
0.040404,0.016457,1.000000
0.040404,0.017723,1.000000
0.040404,0.018989,1.000000
0.040404,0.020255,1.000000
0.040404,0.021521,1.000000
0.040404,0.022787,1.000000
0.040404,0.024053,1.000000
0.040404,0.025318,1.000000
0.040404,0.026584,1.000000
0.040404,0.027850,1.000000
0.040404,0.029116,1.000000
0.040404,0.030382,1.000000
0.040404,0.031648,1.000000
0.040404,0.032914,1.000000
0.040404,0.034180,1.000000
0.040404,0.035446,1.000000
0.040404,0.036712,1.000000
0.040404,0.037978,1.000000
0.040404,0.039244,1.000000
0.040404,0.040510,1.000000
0.040404,0.041776,1.000000
0.040404,0.043041,1.000000
0.040404,0.044307,1.000000
0.040404,0.045573,1.000000
0.040404,0.046839,1.000000
0.040404,0.048105,1.000000
0.040404,0.049371,1.000000
0.040404,0.050637,1.000000
0.040404,0.051903,1.000000
0.040404,0.053169,1.000000
0.040404,0.054435,1.000000
0.040404,0.055701,1.000000
0.040404,0.056967,1.000000
0.040404,0.058233,1.000000
0.040404,0.059498,1.000000
0.040404,0.060764,1.000000
0.040404,0.062030,1.000000
0.040404,0.063296,1.000000
0.040404,0.064562,1.000000
0.040404,0.065828,1.000000
0.040404,0.067094,1.000000
0.040404,0.068360,1.000000
0.040404,0.069626,1.000000
0.040404,0.070892,1.000000
0.040404,0.072158,1.000000
0.040404,0.073424,1.000000
0.040404,0.074690,1.000000
0.040404,0.075955,1.000000
0.040404,0.077221,1.000000
0.040404,0.078487,1.000000
0.040404,0.079753,1.000000
0.040404,0.081019,1.000000
0.040404,0.082285,1.000000
0.040404,0.083551,1.000000
0.040404,0.084817,1.000000
0.040404,0.086083,1.000000
0.040404,0.087349,1.000000
0.040404,0.088615,1.000000
0.040404,0.089881,1.000000
0.040404,0.091147,1.000000
0.040404,0.092412,1.000000
0.040404,0.093678,1.000000
0.040404,0.094944,1.000000
0.040404,0.096210,1.000000
0.040404,0.097476,1.000000
0.040404,0.098742,1.000000
0.040404,0.100008,1.000000
0.040404,0.101274,1.000000
0.040404,0.102540,1.000000
0.040404,0.103806,1.000000
0.040404,0.105072,1.000000
0.040404,0.106338,1.000000
0.040404,0.107604,1.000000
0.040404,0.108870,1.000000
0.040404,0.110135,1.000000
0.040404,0.111401,1.000000
0.040404,0.112667,1.000000
0.040404,0.113933,1.000000
0.040404,0.115199,1.000000
0.040404,0.116465,1.000000
0.040404,0.117731,1.000000
0.040404,0.118997,1.000000
0.040404,0.120263,1.000000
0.040404,0.121529,1.000000
0.040404,0.122795,1.000000
0.040404,0.124061,1.000000
0.040404,0.125327,1.000000
0.050505,0.000000,1.000000
0.050505,0.001580,1.000000
0.050505,0.003160,1.000000
0.050505,0.004740,1.000000
0.050505,0.006320,1.000000
0.050505,0.007900,1.000000
0.050505,0.009480,1.000000
0.050505,0.011060,1.000000
0.050505,0.012640,1.000000
0.050505,0.014220,1.000000
0.050505,0.015800,1.000000
0.050505,0.017380,1.000000
0.050505,0.018960,1.000000
0.050505,0.020540,1.000000
0.050505,0.022120,1.000000
0.050505,0.023700,1.000000
0.050505,0.025280,1.000000
0.050505,0.026860,1.000000
0.050505,0.028440,1.000000
0.050505,0.030020,1.000000
0.050505,0.031600,1.000000
0.050505,0.033180,1.000000
0.050505,0.034760,1.000000
0.050505,0.036340,1.000000
0.050505,0.037920,1.000000
0.050505,0.039500,1.000000
0.050505,0.041080,1.000000
0.050505,0.042660,1.000000
0.050505,0.044240,1.000000
0.050505,0.045820,1.000000
0.050505,0.047400,1.000000
0.050505,0.048980,1.000000
0.050505,0.050560,1.000000
0.050505,0.052140,1.000000
0.050505,0.053720,1.000000
0.050505,0.055300,1.000000
0.050505,0.056881,1.000000
0.050505,0.058461,1.000000
0.050505,0.060041,1.000000
0.050505,0.061621,1.000000
0.050505,0.063201,1.000000
0.050505,0.064781,1.000000
0.050505,0.066361,1.000000
0.050505,0.067941,1.000000
0.050505,0.069521,1.000000
0.050505,0.071101,1.000000
0.050505,0.072681,1.000000
0.050505,0.074261,1.000000
0.050505,0.075841,1.000000
0.050505,0.077421,1.000000
0.050505,0.079001,1.000000
0.050505,0.080581,1.000000
0.050505,0.082161,1.000000
0.050505,0.083741,1.000000
0.050505,0.085321,1.000000
0.050505,0.086901,1.000000
0.050505,0.088481,1.000000
0.050505,0.090061,1.000000
0.050505,0.091641,1.000000
0.050505,0.093221,1.000000
0.050505,0.094801,1.000000
0.050505,0.096381,1.000000
0.050505,0.097961,1.000000
0.050505,0.099541,1.000000
0.050505,0.101121,1.000000
0.050505,0.102701,1.000000
0.050505,0.104281,1.000000
0.050505,0.105861,1.000000
0.050505,0.107441,1.000000
0.050505,0.109021,1.000000
0.050505,0.110601,1.000000
0.050505,0.112181,1.000000
0.050505,0.113761,1.000000
0.050505,0.115341,1.000000
0.050505,0.116921,1.000000
0.050505,0.118501,1.000000
0.050505,0.120081,1.000000
0.050505,0.121661,1.000000
0.050505,0.123241,1.000000
0.050505,0.124821,1.000000
0.050505,0.126401,1.000000
0.050505,0.127981,1.000000
0.050505,0.129561,1.000000
0.050505,0.131141,1.000000
0.050505,0.132721,1.000000
0.050505,0.134301,1.000000
0.050505,0.135881,1.000000
0.050505,0.137461,1.000000
0.050505,0.139041,1.000000
0.050505,0.140621,1.000000
0.050505,0.142201,1.000000
0.050505,0.143781,1.000000
0.050505,0.145361,1.000000
0.050505,0.146941,1.000000
0.050505,0.148521,1.000000
0.050505,0.150101,1.000000
0.050505,0.151681,1.000000
0.050505,0.153261,1.000000
0.050505,0.154841,1.000000
0.050505,0.156421,1.000000
0.060606,0.000000,1.000000
0.060606,0.001893,1.000000
0.060606,0.003785,1.000000
0.060606,0.005678,1.000000
0.060606,0.007570,1.000000
0.060606,0.009463,1.000000
0.060606,0.011355,1.000000
0.060606,0.013248,1.000000
0.060606,0.015140,1.000000
0.060606,0.017033,1.000000
0.060606,0.018925,1.000000
0.060606,0.020818,1.000000
0.060606,0.022710,1.000000
0.060606,0.024603,1.000000
0.060606,0.026495,1.000000
0.060606,0.028388,1.000000
0.060606,0.030280,1.000000
0.060606,0.032173,1.000000
0.060606,0.034065,1.000000
0.060606,0.035958,1.000000
0.060606,0.037850,1.000000
0.060606,0.039743,1.000000
0.060606,0.041635,1.000000
0.060606,0.043528,1.000000
0.060606,0.045420,1.000000
0.060606,0.047313,1.000000
0.060606,0.049205,1.000000
0.060606,0.051098,1.000000
0.060606,0.052990,1.000000
0.060606,0.054883,1.000000
0.060606,0.056775,1.000000
0.060606,0.058668,1.000000
0.060606,0.060560,1.000000
0.060606,0.062453,1.000000
0.060606,0.064345,1.000000
0.060606,0.066238,1.000000
0.060606,0.068130,1.000000
0.060606,0.070023,1.000000
0.060606,0.071915,1.000000
0.060606,0.073808,1.000000
0.060606,0.075700,1.000000
0.060606,0.077593,1.000000
0.060606,0.079486,1.000000
0.060606,0.081378,1.000000
0.060606,0.083271,1.000000
0.060606,0.085163,1.000000
0.060606,0.087056,1.000000
0.060606,0.088948,1.000000
0.060606,0.090841,1.000000
0.060606,0.092733,1.000000
0.060606,0.094626,1.000000
0.060606,0.096518,1.000000
0.060606,0.098411,1.000000
0.060606,0.100303,1.000000
0.060606,0.102196,1.000000
0.060606,0.104088,1.000000
0.060606,0.105981,1.000000
0.060606,0.107873,1.000000
0.060606,0.109766,1.000000
0.060606,0.111658,1.000000
0.060606,0.113551,1.000000
0.060606,0.115443,1.000000
0.060606,0.117336,1.000000
0.060606,0.119228,1.000000
0.060606,0.121121,1.000000
0.060606,0.123013,1.000000
0.060606,0.124906,1.000000
0.060606,0.126798,1.000000
0.060606,0.128691,1.000000
0.060606,0.130583,1.000000
0.060606,0.132476,1.000000
0.060606,0.134368,1.000000
0.060606,0.136261,1.000000
0.060606,0.138153,1.000000
0.060606,0.140046,1.000000
0.060606,0.141938,1.000000
0.060606,0.143831,1.000000
0.060606,0.145723,1.000000
0.060606,0.147616,1.000000
0.060606,0.149508,1.000000
0.060606,0.151401,1.000000
0.060606,0.153294,1.000000
0.060606,0.155186,1.000000
0.060606,0.157079,1.000000
0.060606,0.158971,1.000000
0.060606,0.160864,1.000000
0.060606,0.162756,1.000000
0.060606,0.164649,1.000000
0.060606,0.166541,1.000000
0.060606,0.168434,1.000000
0.060606,0.170326,1.000000
0.060606,0.172219,1.000000
0.060606,0.174111,1.000000
0.060606,0.176004,1.000000
0.060606,0.177896,1.000000
0.060606,0.179789,1.000000
0.060606,0.181681,1.000000
0.060606,0.183574,1.000000
0.060606,0.185466,1.000000
0.060606,0.187359,1.000000
0.070707,0.000000,1.000000
0.070707,0.002203,1.000000
0.070707,0.004406,1.000000
0.070707,0.006609,1.000000
0.070707,0.008812,1.000000
0.070707,0.011016,1.000000
0.070707,0.013219,1.000000
0.070707,0.015422,1.000000
0.070707,0.017625,1.000000
0.070707,0.019828,1.000000
0.070707,0.022031,1.000000
0.070707,0.024234,1.000000
0.070707,0.026437,1.000000
0.070707,0.028640,1.000000
0.070707,0.030843,1.000000
0.070707,0.033047,1.000000
0.070707,0.035250,1.000000
0.070707,0.037453,1.000000
0.070707,0.039656,1.000000
0.070707,0.041859,1.000000
0.070707,0.044062,1.000000
0.070707,0.046265,1.000000
0.070707,0.048468,1.000000
0.070707,0.050671,1.000000
0.070707,0.052875,1.000000
0.070707,0.055078,1.000000
0.070707,0.057281,1.000000
0.070707,0.059484,1.000000
0.070707,0.061687,1.000000
0.070707,0.063890,1.000000
0.070707,0.066093,1.000000
0.070707,0.068296,1.000000
0.070707,0.070499,1.000000
0.070707,0.072702,1.000000
0.070707,0.074906,1.000000
0.070707,0.077109,1.000000
0.070707,0.079312,1.000000
0.070707,0.081515,1.000000
0.070707,0.083718,1.000000
0.070707,0.085921,1.000000
0.070707,0.088124,1.000000
0.070707,0.090327,1.000000
0.070707,0.092530,1.000000
0.070707,0.094734,1.000000
0.070707,0.096937,1.000000
0.070707,0.099140,1.000000
0.070707,0.101343,1.000000
0.070707,0.103546,1.000000
0.070707,0.105749,1.000000
0.070707,0.107952,1.000000
0.070707,0.110155,1.000000
0.070707,0.112358,1.000000
0.070707,0.114561,1.000000
0.070707,0.116765,1.000000
0.070707,0.118968,1.000000
0.070707,0.121171,1.000000
0.070707,0.123374,1.000000
0.070707,0.125577,1.000000
0.070707,0.127780,1.000000
0.070707,0.129983,1.000000
0.070707,0.132186,1.000000
0.070707,0.134389,1.000000
0.070707,0.136593,1.000000
0.070707,0.138796,1.000000
0.070707,0.140999,1.000000
0.070707,0.143202,1.000000
0.070707,0.145405,1.000000
0.070707,0.147608,1.000000
0.070707,0.149811,1.000000
0.070707,0.152014,1.000000
0.070707,0.154217,1.000000
0.070707,0.156420,1.000000
0.070707,0.158624,1.000000
0.070707,0.160827,1.000000
0.070707,0.163030,1.000000
0.070707,0.165233,1.000000
0.070707,0.167436,1.000000
0.070707,0.169639,1.000000
0.070707,0.171842,1.000000
0.070707,0.174045,1.000000
0.070707,0.176248,1.000000
0.070707,0.178452,1.000000
0.070707,0.180655,1.000000
0.070707,0.182858,1.000000
0.070707,0.185061,1.000000
0.070707,0.187264,1.000000
0.070707,0.189467,1.000000
0.070707,0.191670,1.000000
0.070707,0.193873,1.000000
0.070707,0.196076,1.000000
0.070707,0.198279,1.000000
0.070707,0.200483,1.000000
0.070707,0.202686,1.000000
0.070707,0.204889,1.000000
0.070707,0.207092,1.000000
0.070707,0.209295,1.000000
0.070707,0.211498,1.000000
0.070707,0.213701,1.000000
0.070707,0.215904,1.000000
0.070707,0.218107,1.000000
0.080808,0.000000,1.000000
0.080808,0.002511,1.000000
0.080808,0.005023,1.000000
0.080808,0.007534,1.000000
0.080808,0.010046,1.000000
0.080808,0.012557,1.000000
0.080808,0.015069,1.000000
0.080808,0.017580,1.000000
0.080808,0.020092,1.000000
0.080808,0.022603,1.000000
0.080808,0.025115,1.000000
0.080808,0.027626,1.000000
0.080808,0.030138,1.000000
0.080808,0.032649,1.000000
0.080808,0.035161,1.000000
0.080808,0.037672,1.000000
0.080808,0.040184,1.000000
0.080808,0.042695,1.000000
0.080808,0.045207,1.000000
0.080808,0.047718,1.000000
0.080808,0.050230,1.000000
0.080808,0.052741,1.000000
0.080808,0.055253,1.000000
0.080808,0.057764,1.000000
0.080808,0.060276,1.000000
0.080808,0.062787,1.000000
0.080808,0.065298,1.000000
0.080808,0.067810,1.000000
0.080808,0.070321,1.000000
0.080808,0.072833,1.000000
0.080808,0.075344,1.000000
0.080808,0.077856,1.000000
0.080808,0.080367,1.000000
0.080808,0.082879,1.000000
0.080808,0.085390,1.000000
0.080808,0.087902,1.000000
0.080808,0.090413,1.000000
0.080808,0.092925,1.000000
0.080808,0.095436,1.000000
0.080808,0.097948,1.000000
0.080808,0.100459,1.000000
0.080808,0.102971,1.000000
0.080808,0.105482,1.000000
0.080808,0.107994,1.000000
0.080808,0.110505,1.000000
0.080808,0.113017,1.000000
0.080808,0.115528,1.000000
0.080808,0.118040,1.000000
0.080808,0.120551,1.000000
0.080808,0.123063,1.000000
0.080808,0.125574,1.000000
0.080808,0.128085,1.000000
0.080808,0.130597,1.000000
0.080808,0.133108,1.000000
0.080808,0.135620,1.000000
0.080808,0.138131,1.000000
0.080808,0.140643,1.000000
0.080808,0.143154,1.000000
0.080808,0.145666,1.000000
0.080808,0.148177,1.000000
0.080808,0.150689,1.000000
0.080808,0.153200,1.000000
0.080808,0.155712,1.000000
0.080808,0.158223,1.000000
0.080808,0.160735,1.000000
0.080808,0.163246,1.000000
0.080808,0.165758,1.000000
0.080808,0.168269,1.000000
0.080808,0.170781,1.000000
0.080808,0.173292,1.000000
0.080808,0.175804,1.000000
0.080808,0.178315,1.000000
0.080808,0.180827,1.000000
0.080808,0.183338,1.000000
0.080808,0.185850,1.000000
0.080808,0.188361,1.000000
0.080808,0.190872,1.000000
0.080808,0.193384,1.000000
0.080808,0.195895,1.000000
0.080808,0.198407,1.000000
0.080808,0.200918,1.000000
0.080808,0.203430,1.000000
0.080808,0.205941,1.000000
0.080808,0.208453,1.000000
0.080808,0.210964,1.000000
0.080808,0.213476,1.000000
0.080808,0.215987,1.000000
0.080808,0.218499,1.000000
0.080808,0.221010,1.000000
0.080808,0.223522,1.000000
0.080808,0.226033,1.000000
0.080808,0.228545,1.000000
0.080808,0.231056,1.000000
0.080808,0.233568,1.000000
0.080808,0.236079,1.000000
0.080808,0.238591,1.000000
0.080808,0.241102,1.000000
0.080808,0.243614,1.000000
0.080808,0.246125,1.000000
0.080808,0.248637,1.000000
0.090909,0.000000,1.000000
0.090909,0.002817,1.000000
0.090909,0.005635,1.000000
0.090909,0.008452,1.000000
0.090909,0.011269,1.000000
0.090909,0.014087,1.000000
0.090909,0.016904,1.000000
0.090909,0.019721,1.000000
0.090909,0.022539,1.000000
0.090909,0.025356,1.000000
0.090909,0.028173,1.000000
0.090909,0.030991,1.000000
0.090909,0.033808,1.000000
0.090909,0.036625,1.000000
0.090909,0.039443,1.000000
0.090909,0.042260,1.000000
0.090909,0.045077,1.000000
0.090909,0.047895,1.000000
0.090909,0.050712,1.000000
0.090909,0.053529,1.000000
0.090909,0.056347,1.000000
0.090909,0.059164,1.000000
0.090909,0.061981,1.000000
0.090909,0.064798,1.000000
0.090909,0.067616,1.000000
0.090909,0.070433,1.000000
0.090909,0.073250,1.000000
0.090909,0.076068,1.000000
0.090909,0.078885,1.000000
0.090909,0.081702,1.000000
0.090909,0.084520,1.000000
0.090909,0.087337,1.000000
